"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
1,324906747E1;1,055600028E-2;2,160999924E-3;-2,838099934E-2
1,325875339E1;5,584999919E-3;9,150999598E-3;-2,838299982E-2
1,326844012E1;5,584999919E-3;9,150999598E-3;-2,838299982E-2
1,327812775E1;3,604999976E-3;-2,872999990E-3;-3,338500112E-2
1,328781444E1;3,604999976E-3;-2,872999990E-3;-3,338500112E-2
1,329750046E1;5,406999961E-3;7,098000031E-3;-2,837399952E-2
1,330718721E1;5,406999961E-3;7,098000031E-3;-2,837399952E-2
1,331687467E1;-1,592000015E-3;9,058999829E-3;-3,637599945E-2
1,332656145E1;-1,592000015E-3;9,058999829E-3;-3,637599945E-2
1,333624745E1;7,412999868E-3;1,600800082E-2;-2,137699910E-2
1,334593413E1;7,412999868E-3;1,600800082E-2;-2,137699910E-2
1,335562159E1;5,410000216E-3;6,930000149E-3;-2,437900007E-2
1,336530844E1;5,410000216E-3;6,930000149E-3;-2,437900007E-2
1,337499429E1;-4,805999808E-3;1,847999985E-3;-3,136900067E-2
1,338468113E1;-4,805999808E-3;1,847999985E-3;-3,136900067E-2
1,339436859E1;7,197000086E-3;6,767999846E-3;-3,337100148E-2
1,340405542E1;7,197000086E-3;6,767999846E-3;-3,337100148E-2
1,341374135E1;-6,804000121E-3;-1,230200008E-2;-2,437200025E-2
1,342342812E1;-6,804000121E-3;-1,230200008E-2;-2,437200025E-2
1,343311570E1;-2,000000095E-3;1,647999976E-3;-3,136299923E-2
1,344280239E1;-2,000000095E-3;1,647999976E-3;-3,136299923E-2
1,345248840E1;-2,000000095E-3;1,647999976E-3;-3,136299923E-2
1,346217517E1;-5,259000231E-3;1,611000043E-3;-2,435000055E-2
1,347186262E1;-5,259000231E-3;1,611000043E-3;-2,435000055E-2
1,348154939E1;-4,379999882E-4;1,772999996E-3;-3,333700076E-2
1,349123540E1;-4,379999882E-4;1,772999996E-3;-3,333700076E-2
1,350092209E1;-5,404999945E-3;-2,559999994E-4;-4,033900052E-2
1,351060965E1;-5,404999945E-3;-2,559999994E-4;-4,033900052E-2
1,352029642E1;-3,610000131E-4;-3,282000078E-3;-3,134199977E-2
1,352998233E1;-3,610000131E-4;-3,282000078E-3;-3,134199977E-2
1,353966910E1;-5,528999958E-3;3,689999925E-3;-3,633400053E-2
1,354935664E1;-5,528999958E-3;3,689999925E-3;-3,633400053E-2
1,355904341E1;-2,689999994E-3;8,657000028E-3;-3,332599998E-2
1,356872924E1;-2,689999994E-3;8,657000028E-3;-3,332599998E-2
1,357841610E1;-7,637000177E-3;3,623999888E-3;-2,432899922E-2
1,358810364E1;-7,637000177E-3;3,623999888E-3;-2,432899922E-2
1,359779037E1;-7,778000087E-3;-5,413000006E-3;-1,932200044E-2
1,360747635E1;-7,778000087E-3;-5,413000006E-3;-1,932200044E-2
1,361716312E1;2,294000005E-3;1,155200042E-2;-2,132700011E-2
1,362685067E1;2,294000005E-3;1,155200042E-2;-2,132700011E-2
1,363653736E1;-7,639999967E-3;3,500000108E-3;-3,333200142E-2
1,364622338E1;-7,639999967E-3;3,500000108E-3;-3,333200142E-2
1,365591008E1;4,435999785E-3;3,445999930E-3;-2,133700065E-2
1,366559763E1;4,435999785E-3;3,445999930E-3;-2,133700065E-2
1,367528432E1;-7,079999777E-4;-6,070000236E-4;-3,133099899E-2
1,368497041E1;-7,079999777E-4;-6,070000236E-4;-3,133099899E-2
1,369465702E1;6,349999923E-3;-8,654000238E-3;-3,833499923E-2
1,370434465E1;6,349999923E-3;-8,654000238E-3;-3,833499923E-2
1,371403142E1;-5,601000041E-3;-5,667999852E-3;-4,033799842E-2
1,372371734E1;-5,601000041E-3;-5,667999852E-3;-4,033799842E-2
1,373340412E1;6,450999994E-3;6,318999920E-3;-3,334100172E-2
1,374309166E1;6,450999994E-3;6,318999920E-3;-3,334100172E-2
1,375277841E1;2,492999891E-3;-3,484999994E-3;-3,333900124E-2
1,376246433E1;2,492999891E-3;-3,484999994E-3;-3,333900124E-2
1,377215107E1;2,492999891E-3;-3,484999994E-3;-3,333900124E-2
1,378183861E1;-4,400000034E-4;-4,860000045E-4;-2,834199928E-2
1,379152531E1;-4,400000034E-4;-4,860000045E-4;-2,834199928E-2
1,380121131E1;2,596999984E-3;-4,839999892E-4;-2,634399943E-2
1,381089808E1;2,596999984E-3;-4,839999892E-4;-2,634399943E-2
1,382058562E1;-2,369000111E-3;6,517000031E-3;-2,834600024E-2
1,383027230E1;-2,369000111E-3;6,517000031E-3;-2,834600024E-2
1,383995830E1;2,669000067E-3;1,150699984E-2;-3,334800154E-2
1,384964506E1;2,669000067E-3;1,150699984E-2;-3,334800154E-2
1,385933253E1;-2,510000020E-3;-5,534000229E-3;-3,633999825E-2
1,386901917E1;-2,510000020E-3;-5,534000229E-3;-3,633999825E-2
1,387870524E1;-1,247799955E-2;-5,561999977E-3;-2,834199928E-2
1,388839193E1;-1,247799955E-2;-5,561999977E-3;-2,834199928E-2
1,389807948E1;-4,170000029E-4;-3,563999897E-3;-1,734500006E-2
1,390776624E1;-4,170000029E-4;-3,563999897E-3;-1,734500006E-2
1,391745216E1;-5,649999948E-4;1,440000022E-3;-3,133700043E-2
1,392713894E1;-5,649999948E-4;1,440000022E-3;-3,133700043E-2
1,393682648E1;4,486000165E-3;6,430999842E-3;-3,633999825E-2
1,394651323E1;4,486000165E-3;6,430999842E-3;-3,633999825E-2
1,395619907E1;9,530000389E-3;6,422000006E-3;-1,934299991E-2
1,396588592E1;9,530000389E-3;6,422000006E-3;-1,934299991E-2
1,397557338E1;4,557000007E-3;-5,597999785E-3;-2,434499934E-2
1,398526021E1;4,557000007E-3;-5,597999785E-3;-2,434499934E-2
1,399494606E1;-1,283800043E-2;3,395000007E-3;-3,332399949E-2
1,400463287E1;-1,283800043E-2;3,395000007E-3;-3,332399949E-2
1,401432033E1;1,120300032E-2;6,384000182E-3;-3,632599860E-2
1,402400708E1;1,120300032E-2;6,384000182E-3;-3,632599860E-2
1,403369308E1;-2,780999988E-3;1,349000027E-3;-3,632799909E-2
1,404337985E1;-2,780999988E-3;1,349000027E-3;-3,632799909E-2
1,405306740E1;-2,758000046E-3;-3,683000105E-3;-3,632999957E-2
1,406275409E1;-2,758000046E-3;-3,683000105E-3;-3,632999957E-2
1,407244006E1;-2,758000046E-3;-3,683000105E-3;-3,632999957E-2
1,408212675E1;-5,702000111E-3;3,285000101E-3;-1,933299936E-2
1,409181428E1;-5,702000111E-3;3,285000101E-3;-1,933299936E-2
1,410150105E1;-2,859999891E-3;-3,733000020E-3;-2,832500078E-2
1,411118706E1;-2,859999891E-3;-3,733000020E-3;-2,832500078E-2
1,412087376E1;-2,810999984E-3;1,124500018E-2;-2,132800035E-2
1,413056130E1;-2,810999984E-3;1,124500018E-2;-2,132800035E-2
1,414024807E1;6,240999792E-3;-3,795000026E-3;-2,433199994E-2
1,414993402E1;6,240999792E-3;-3,795000026E-3;-2,433199994E-2
1,415962079E1;9,072000161E-3;3,173999954E-3;-2,132399939E-2
1,416930822E1;9,072000161E-3;3,173999954E-3;-2,132399939E-2
1,417899504E1;-9,019999998E-4;6,149999797E-3;-3,332599998E-2
1,418868097E1;-9,019999998E-4;6,149999797E-3;-3,332599998E-2
1,419836774E1;2,333000069E-3;1,119000022E-3;-3,133900091E-2
1,420805526E1;2,333000069E-3;1,119000022E-3;-3,133900091E-2
1,421774203E1;-7,641999982E-3;8,080000058E-3;-3,134100139E-2
1,422742799E1;-7,641999982E-3;8,080000058E-3;-3,134100139E-2
1,423711476E1;-2,809999976E-3;3,236999968E-3;-3,632900119E-2
1,424680230E1;-2,809999976E-3;3,236999968E-3;-3,632900119E-2
1,425648906E1;2,230999991E-3;6,186999846E-3;-2,133199945E-2
1,426617497E1;2,230999991E-3;6,186999846E-3;-2,133199945E-2
1,427586174E1;-5,729999859E-3;1,113000046E-2;-2,433600090E-2
1,428554930E1;-5,729999859E-3;1,113000046E-2;-2,433600090E-2
1,429523599E1;-6,810000050E-4;-1,093900017E-2;-3,133999929E-2
1,430492200E1;-6,810000050E-4;-1,093900017E-2;-3,133999929E-2
1,431460869E1;-5,626999773E-3;-5,969999824E-3;-3,134299815E-2
1,432429632E1;-5,626999773E-3;-5,969999824E-3;-3,134299815E-2
1,433398303E1;-5,639999872E-4;6,012000144E-3;-2,634700015E-2
1,434366903E1;-5,639999872E-4;6,012000144E-3;-2,634700015E-2
1,435335581E1;-5,050000036E-4;2,975000069E-3;-2,835099958E-2
1,436304327E1;-5,050000036E-4;2,975000069E-3;-2,835099958E-2
1,437273006E1;-5,050000036E-4;2,975000069E-3;-2,835099958E-2
1,438241606E1;-7,418999914E-3;-4,071999807E-3;-4,535700008E-2
1,439210277E1;-7,418999914E-3;-4,071999807E-3;-4,535700008E-2
1,440179031E1;-7,346000057E-3;2,906000009E-3;-2,436099946E-2
1,441147706E1;-7,346000057E-3;2,906000009E-3;-2,436099946E-2
1,442116306E1;-2,263000002E-3;5,880000070E-3;-1,936599985E-2
1,443084975E1;-2,263000002E-3;5,880000070E-3;-1,936599985E-2
1,444053729E1;2,825000091E-3;5,855999887E-3;-3,337100148E-2
1,445022408E1;2,825000091E-3;5,855999887E-3;-3,337100148E-2
1,445991000E1;-9,310999885E-3;-1,186999958E-3;-2,136499994E-2
1,446959669E1;-9,310999885E-3;-1,186999958E-3;-2,136499994E-2
1,447928429E1;-5,435000174E-3;7,740000146E-4;-3,135899827E-2
1,448897106E1;-5,435000174E-3;7,740000146E-4;-3,135899827E-2
1,449865700E1;6,653999910E-3;-1,247999957E-3;-2,836499922E-2
1,450834373E1;6,653999910E-3;-1,247999957E-3;-2,836499922E-2
1,451803127E1;9,726000018E-3;-9,266000241E-3;-3,836899996E-2
1,452771805E1;9,726000018E-3;-9,266000241E-3;-3,836899996E-2
1,453740397E1;-5,228000227E-3;7,249999908E-4;-2,437200025E-2
1,454709077E1;-5,228000227E-3;7,249999908E-4;-2,437200025E-2
1,455677831E1;2,828999888E-3;5,725999828E-3;-2,837399952E-2
1,456646507E1;2,828999888E-3;5,725999828E-3;-2,837399952E-2
1,457615100E1;-2,118000062E-3;9,250000003E-4;-2,437300049E-2
1,458583774E1;-2,118000062E-3;9,250000003E-4;-2,437300049E-2
1,459552520E1;-9,068000130E-3;5,698000081E-3;-3,338100016E-2
1,460521197E1;-9,068000130E-3;5,698000081E-3;-3,338100016E-2
1,461489789E1;2,995999996E-3;6,680000224E-4;-3,338500112E-2
1,462458469E1;2,995999996E-3;6,680000224E-4;-3,338500112E-2
1,463427216E1;3,056999994E-3;6,520000170E-4;-4,038799927E-2
1,464395892E1;3,056999994E-3;6,520000170E-4;-4,038799927E-2
1,465364484E1;3,107999917E-3;-4,362999927E-3;-2,439199947E-2
1,466333165E1;3,107999917E-3;-4,362999927E-3;-2,439199947E-2
1,467301919E1;7,147000171E-3;-6,378000136E-3;-3,139400110E-2
1,468270589E1;7,147000171E-3;-6,378000136E-3;-3,139400110E-2
1,469239189E1;7,147000171E-3;-6,378000136E-3;-3,139400110E-2
1,470207868E1;2,090000053E-4;-1,372999977E-3;-3,139699996E-2
1,471176621E1;2,090000053E-4;-1,372999977E-3;-3,139699996E-2
1,472145291E1;2,340000065E-4;8,370000287E-4;-2,839400060E-2
1,473113892E1;2,340000065E-4;8,370000287E-4;-2,839400060E-2
1,474082561E1;5,099999908E-5;-9,161000140E-3;-3,338399902E-2
1,475051314E1;5,099999908E-5;-9,161000140E-3;-3,338399902E-2
1,476019991E1;-6,924999878E-3;-9,340000106E-4;-2,837999910E-2
1,476988592E1;-6,924999878E-3;-9,340000106E-4;-2,837999910E-2
1,477957265E1;3,111999948E-3;-3,914000001E-3;-3,838200122E-2
1,478926019E1;3,111999948E-3;-3,914000001E-3;-3,838200122E-2
1,479894693E1;3,143999958E-3;-8,900000248E-4;-2,838299982E-2
1,480863293E1;3,143999958E-3;-8,900000248E-4;-2,838299982E-2
1,481831962E1;-7,032999769E-3;-5,857000127E-3;-3,637300059E-2
1,482800714E1;-7,032999769E-3;-5,857000127E-3;-3,637300059E-2
1,483769390E1;-1,782999956E-3;6,184999831E-3;-2,138499916E-2
1,484737987E1;-1,782999956E-3;6,184999831E-3;-2,138499916E-2
1,485706664E1;-8,740000427E-3;-3,799000056E-3;-2,138699964E-2
1,486675420E1;-8,740000427E-3;-3,799000056E-3;-2,138699964E-2
1,487644097E1;-4,678000230E-3;8,217999712E-3;-3,838999942E-2
1,488612689E1;-4,678000230E-3;8,217999712E-3;-3,838999942E-2
1,489581366E1;-1,607000013E-3;1,230000053E-3;-3,139400110E-2
1,490550121E1;-1,607000013E-3;1,230000053E-3;-3,139400110E-2
1,491518790E1;7,462000009E-3;1,323899999E-2;-3,639699891E-2
1,492487391E1;7,462000009E-3;1,323899999E-2;-3,639699891E-2
1,493456063E1;-8,693999611E-3;-7,779999869E-4;-3,338899836E-2
1,494424823E1;-8,693999611E-3;-7,779999869E-4;-3,338899836E-2
1,495393492E1;3,162000095E-3;3,206999972E-3;-3,138199821E-2
1,496362089E1;3,162000095E-3;3,206999972E-3;-3,138199821E-2
1,497330766E1;3,208999988E-3;-3,819999984E-3;-3,838500008E-2
1,498299518E1;3,208999988E-3;-3,819999984E-3;-3,838500008E-2
1,499268194E1;3,208999988E-3;-3,819999984E-3;-3,838500008E-2
1,500236788E1;-4,722000100E-3;2,839999972E-3;-3,639600053E-2
1,501205463E1;-4,722000100E-3;2,839999972E-3;-3,639600053E-2
1,502174217E1;-1,878999989E-3;7,811999880E-3;-1,738799922E-2
1,503142892E1;-1,878999989E-3;7,811999880E-3;-1,738799922E-2
1,504111484E1;-2,031000098E-3;7,830000250E-4;-2,438100055E-2
1,505080157E1;-2,031000098E-3;7,830000250E-4;-2,438100055E-2
1,506048911E1;1,899999916E-5;-6,252999883E-3;-3,638499975E-2
1,507017590E1;1,899999916E-5;-6,252999883E-3;-3,638499975E-2
1,507986183E1;3,072000109E-3;-4,261999857E-3;-3,138799965E-2
1,508954860E1;3,072000109E-3;-4,261999857E-3;-3,138799965E-2
1,509923616E1;-1,881000004E-3;9,469999932E-4;-1,738500036E-2
1,510892294E1;-1,881000004E-3;9,469999932E-4;-1,738500036E-2
1,511860886E1;5,169000011E-3;5,946999881E-3;-3,338799998E-2
1,512829562E1;5,169000011E-3;5,946999881E-3;-3,338799998E-2
1,513798316E1;-5,005000159E-3;-1,073000021E-3;-4,037899897E-2
1,514766992E1;-5,005000159E-3;-1,073000021E-3;-4,037899897E-2
1,515735585E1;-1,965000061E-3;-4,089000169E-3;-2,638199925E-2
1,516704265E1;-1,965000061E-3;-4,089000169E-3;-2,638199925E-2
1,517673018E1;-4,920999985E-3;-9,096000344E-3;-4,038399830E-2
1,518641695E1;-4,920999985E-3;-9,096000344E-3;-4,038399830E-2
1,519610287E1;5,133000202E-3;8,132999763E-3;-2,138200030E-2
1,520578965E1;5,133000202E-3;8,132999763E-3;-2,138200030E-2
1,521547711E1;-2,030000091E-3;-3,859000048E-3;-2,637300082E-2
1,522516399E1;-2,030000091E-3;-3,859000048E-3;-2,637300082E-2
1,523484985E1;2,801999915E-3;-8,559999987E-4;-3,136400133E-2
1,524453670E1;2,801999915E-3;-8,559999987E-4;-3,136400133E-2
1,525422416E1;2,625999972E-3;6,147000007E-3;-3,135399893E-2
1,526391101E1;2,625999972E-3;6,147000007E-3;-3,135399893E-2
1,527359693E1;2,649999922E-3;1,114000008E-2;-4,335600138E-2
1,528328373E1;2,649999922E-3;1,114000008E-2;-4,335600138E-2
1,529297126E1;-5,534000229E-3;-5,876999814E-3;-2,834600024E-2
1,530265804E1;-5,534000229E-3;-5,876999814E-3;-2,834600024E-2
1,531234396E1;-5,534000229E-3;-5,876999814E-3;-2,834600024E-2
1,532203074E1;-1,247700024E-2;-3,898999887E-3;-3,635000065E-2
1,533171828E1;-1,247700024E-2;-3,898999887E-3;-3,635000065E-2
1,534140504E1;-4,079999926E-4;1,109999954E-3;-3,135300055E-2
1,535109097E1;-4,079999926E-4;1,109999954E-3;-3,135300055E-2
1,536077774E1;-2,551000100E-3;-3,880999982E-3;-3,834500164E-2
1,537046528E1;-2,551000100E-3;-3,880999982E-3;-3,834500164E-2
1,538015202E1;-2,492000116E-3;-8,875000291E-3;-3,834800050E-2
1,538983794E1;-2,492000116E-3;-8,875000291E-3;-3,834800050E-2
1,539952469E1;-2,426000079E-3;6,155999843E-3;-2,135100029E-2
1,540921221E1;-2,426000079E-3;6,155999843E-3;-2,135100029E-2
1,541889898E1;4,635999911E-3;6,161999889E-3;-3,835399821E-2
1,542858488E1;4,635999911E-3;6,161999889E-3;-3,835399821E-2
1,543827165E1;6,686999928E-3;-8,440000238E-4;-2,635700069E-2
1,544795917E1;6,686999928E-3;-8,440000238E-4;-2,635700069E-2
1,545764594E1;-2,271000063E-3;-3,838999895E-3;-3,135899827E-2
1,546733185E1;-2,271000063E-3;-3,838999895E-3;-3,135899827E-2
1,547701862E1;4,767999984E-3;-6,280000089E-4;-3,335700184E-2
1,548670616E1;4,767999984E-3;-6,280000089E-4;-3,335700184E-2
1,549639292E1;4,801999778E-3;3,386999946E-3;-1,935799979E-2
1,550607886E1;4,801999778E-3;3,386999946E-3;-1,935799979E-2
1,551576563E1;-1,690000063E-4;6,395000033E-3;-2,135900036E-2
1,552545319E1;-1,690000063E-4;6,395000033E-3;-2,135900036E-2
1,553513989E1;-7,143999916E-3;-3,619000083E-3;-4,036099836E-2
1,554482591E1;-7,143999916E-3;-3,619000083E-3;-4,036099836E-2
1,555451260E1;6,899000145E-3;-5,615000147E-3;-3,336299956E-2
1,556420022E1;6,899000145E-3;-5,615000147E-3;-3,336299956E-2
1,557388699E1;-5,280000158E-3;3,400000045E-3;-3,335300088E-2
1,558357292E1;-5,280000158E-3;3,400000045E-3;-3,335300088E-2
1,559325969E1;-7,242000196E-3;-5,920000258E-4;-3,135500103E-2
1,560294726E1;-7,242000196E-3;-5,920000258E-4;-3,135500103E-2
1,561263402E1;-7,242000196E-3;-5,920000258E-4;-3,135500103E-2
1,562231996E1;4,838000052E-3;1,413000049E-3;-3,336000070E-2
1,563200675E1;4,838000052E-3;1,413000049E-3;-3,336000070E-2
1,564169429E1;-1,259999990E-4;6,417000201E-3;-2,436199971E-2
1,565138105E1;-1,259999990E-4;6,417000201E-3;-2,436199971E-2
1,566106697E1;-8,900000103E-5;1,410000026E-3;-3,136400133E-2
1,567075376E1;-8,900000103E-5;1,410000026E-3;-3,136400133E-2
1,568044130E1;-5,266000051E-3;3,388999961E-3;-2,135399915E-2
1,569012808E1;-5,266000051E-3;3,388999961E-3;-2,135399915E-2
1,569981401E1;4,569999874E-3;1,374999993E-3;-2,834600024E-2
1,570950080E1;4,569999874E-3;1,374999993E-3;-2,834600024E-2
1,571918833E1;-5,398999900E-3;-5,650999956E-3;-2,834800072E-2
1,572887508E1;-5,398999900E-3;-5,650999956E-3;-2,834800072E-2
1,573856101E1;-5,359999835E-3;-8,663999848E-3;-3,835099936E-2
1,574824775E1;-5,359999835E-3;-8,663999848E-3;-3,835099936E-2
1,575793529E1;-5,520000122E-3;1,341999974E-3;-2,134199999E-2
1,576762203E1;-5,520000122E-3;1,341999974E-3;-2,134199999E-2
1,577730795E1;-4,649999901E-4;-6,539999740E-4;-2,834500000E-2
1,578699469E1;-4,649999901E-4;-6,539999740E-4;-2,834500000E-2
1,579668223E1;-9,410000406E-3;-3,653000109E-3;-2,434800006E-2
1,580636900E1;-9,410000406E-3;-3,653000109E-3;-2,434800006E-2
1,581605493E1;-2,339000115E-3;-8,644999936E-3;-1,735199988E-2
1,582574171E1;-2,339000115E-3;-8,644999936E-3;-1,735199988E-2
1,583542925E1;-4,750000080E-4;-5,623000208E-3;-3,134400025E-2
1,584511602E1;-4,750000080E-4;-5,623000208E-3;-3,134400025E-2
1,585480194E1;-1,240499970E-2;-5,799999926E-4;-2,634599991E-2
1,586448869E1;-1,240499970E-2;-5,799999926E-4;-2,634599991E-2
1,587417622E1;9,680000134E-3;8,445999585E-3;-4,335099831E-2
1,588386294E1;9,680000134E-3;8,445999585E-3;-4,335099831E-2
1,589354895E1;2,742999932E-3;-3,532999894E-3;-3,335300088E-2
1,590323565E1;2,742999932E-3;-3,532999894E-3;-3,335300088E-2
1,591292319E1;-2,199999988E-3;-3,506999929E-3;-2,435600013E-2
1,592260994E1;-2,199999988E-3;-3,506999929E-3;-2,435600013E-2
1,593229594E1;-2,199999988E-3;-3,506999929E-3;-2,435600013E-2
1,594198270E1;-7,120999973E-3;-3,495000070E-3;-2,635999955E-2
1,595167024E1;-7,120999973E-3;-3,495000070E-3;-2,635999955E-2
1,596135694E1;4,949000198E-3;1,532000024E-3;-2,136299945E-2
1,597104295E1;4,949000198E-3;1,532000024E-3;-2,136299945E-2
1,598072970E1;1,180300023E-2;1,356200036E-2;-2,635399997E-2
1,599041723E1;1,180300023E-2;1,356200036E-2;-2,635399997E-2
1,600010396E1;-2,161999932E-3;-3,436000086E-3;-3,135599941E-2
1,600978995E1;-2,161999932E-3;-3,436000086E-3;-3,135599941E-2
1,601947672E1;-1,279999997E-4;8,561999537E-3;-2,635799907E-2
1,602916428E1;-1,279999997E-4;8,561999537E-3;-2,635799907E-2
1,603885104E1;-2,302000066E-3;-3,457000013E-3;-3,334899992E-2
1,604853699E1;-2,302000066E-3;-3,457000013E-3;-3,334899992E-2
1,605822376E1;6,736999843E-3;6,544000003E-3;-1,235099975E-2
1,606791130E1;6,736999843E-3;6,544000003E-3;-1,235099975E-2
1,607759806E1;-2,370000002E-4;1,520000049E-3;-2,835300006E-2
1,608728396E1;-2,370000002E-4;1,520000049E-3;-2,835300006E-2
1,609697073E1;-2,130000066E-4;-5,009999732E-4;-2,135499939E-2
1,610665828E1;-2,130000066E-4;-5,009999732E-4;-2,135499939E-2
1,611634505E1;6,606999785E-3;1,475999947E-3;-2,834600024E-2
1,612603097E1;6,606999785E-3;1,475999947E-3;-2,834600024E-2
1,613571767E1;-3,750000033E-4;-3,533999901E-3;-3,334699944E-2
1,614540530E1;-3,750000033E-4;-3,533999901E-3;-3,334699944E-2
1,615509200E1;2,430999884E-3;1,145299990E-2;-3,333700076E-2
1,616477797E1;2,430999884E-3;1,145299990E-2;-3,333700076E-2
1,617446467E1;-5,559999845E-4;-3,566999920E-3;-3,133799881E-2
1,618415233E1;-5,559999845E-4;-3,566999920E-3;-3,133799881E-2
1,619383910E1;1,145500038E-2;-5,879999953E-4;-3,833900020E-2
1,620352504E1;1,145500038E-2;-5,879999953E-4;-3,833900020E-2
1,621321181E1;4,451000132E-3;-3,594999900E-3;-2,633900009E-2
1,622289933E1;4,451000132E-3;-3,594999900E-3;-2,633900009E-2
1,623258610E1;4,451000132E-3;-3,594999900E-3;-2,633900009E-2
1,624227210E1;-9,526000358E-3;3,403000068E-3;-3,633999825E-2
1,625195881E1;-9,526000358E-3;3,403000068E-3;-3,633999825E-2
1,626164635E1;-5,060000112E-4;-6,159999757E-4;-3,634199873E-2
1,627133309E1;-5,060000112E-4;-6,159999757E-4;-3,634199873E-2
1,628101911E1;-2,480000025E-3;-3,620000090E-3;-4,534300044E-2
1,629070588E1;-2,480000025E-3;-3,620000090E-3;-4,534300044E-2
1,630039345E1;-5,448999815E-3;6,380999926E-3;-3,134499863E-2
1,631008013E1;-5,448999815E-3;6,380999926E-3;-3,134499863E-2
1,631976613E1;-5,412000231E-3;3,361999989E-3;-4,034699872E-2
1,632945285E1;-5,412000231E-3;3,361999989E-3;-4,034699872E-2
1,633914039E1;2,637000056E-3;-1,264800038E-2;-3,334999830E-2
1,634882709E1;2,637000056E-3;-1,264800038E-2;-3,334999830E-2
1,635851309E1;-5,322999787E-3;3,353999928E-3;-3,335199878E-2
1,636819987E1;-5,322999787E-3;3,353999928E-3;-3,335199878E-2
1,637788741E1;2,725000028E-3;-8,648999967E-3;-2,435499988E-2
1,638757419E1;2,725000028E-3;-8,648999967E-3;-2,435499988E-2
1,639726012E1;-1,423200034E-2;3,360999981E-3;-4,335699975E-2
1,640694688E1;-1,423200034E-2;3,360999981E-3;-4,335699975E-2
1,641663444E1;-1,659999980E-4;1,136699971E-2;-3,336000070E-2
1,642632121E1;-1,659999980E-4;1,136699971E-2;-3,336000070E-2
1,643600714E1;-2,099999925E-3;-5,638999864E-3;-3,136400133E-2
1,644569386E1;-2,099999925E-3;-5,638999864E-3;-3,136400133E-2
1,645538132E1;-3,600000127E-5;1,353000058E-3;-2,836799994E-2
1,646506814E1;-3,600000127E-5;1,353000058E-3;-2,836799994E-2
1,647475406E1;2,800000038E-5;1,353999949E-3;-2,837100066E-2
1,648444086E1;2,800000038E-5;1,353999949E-3;-2,837100066E-2
1,649412840E1;3,084999975E-3;8,342999965E-3;-2,637399919E-2
1,650381518E1;3,084999975E-3;8,342999965E-3;-2,637399919E-2
1,651350118E1;-6,866999902E-3;-3,682000097E-3;-3,137800097E-2
1,652318785E1;-6,866999902E-3;-3,682000097E-3;-3,137800097E-2
1,653287546E1;1,920000068E-4;-4,910000134E-4;-3,137699887E-2
1,654256215E1;1,920000068E-4;-4,910000134E-4;-3,137699887E-2
1,655224815E1;1,920000068E-4;-4,910000134E-4;-3,137699887E-2
1,656193494E1;-1,203299966E-2;6,504999939E-3;-2,836400084E-2
1,657162246E1;-1,203299966E-2;6,504999939E-3;-2,836400084E-2
1,658130916E1;-2,160999924E-3;-5,239999737E-4;-2,835799940E-2
1,659099516E1;-2,160999924E-3;-5,239999737E-4;-2,835799940E-2
1,660068194E1;6,914999802E-3;3,448999953E-3;-3,836299852E-2
1,661036947E1;6,914999802E-3;3,448999953E-3;-3,836299852E-2
1,662005624E1;-2,200000017E-5;1,429999946E-3;-2,836599946E-2
1,662974213E1;-2,200000017E-5;1,429999946E-3;-2,836599946E-2
1,663942890E1;-1,968000084E-3;-8,597999811E-3;-3,836999834E-2
1,664911640E1;-1,968000084E-3;-8,597999811E-3;-3,836999834E-2
1,665880317E1;7,089999970E-3;6,399999838E-3;-2,837299928E-2
1,666848909E1;7,089999970E-3;6,399999838E-3;-2,837299928E-2
1,667817586E1;-6,864999887E-3;-6,109999958E-4;-3,337600082E-2
1,668786337E1;-6,864999887E-3;-6,109999958E-4;-3,337600082E-2
1,669755014E1;3,189000068E-3;-5,619000178E-3;-3,337899968E-2
1,670723606E1;3,189000068E-3;-5,619000178E-3;-3,337899968E-2
1,671692283E1;5,022999831E-3;1,371999970E-3;-2,837000042E-2
1,672661042E1;5,022999831E-3;1,371999970E-3;-2,837000042E-2
1,673629718E1;-1,943000010E-3;3,373000072E-3;-3,837199882E-2
1,674598317E1;-1,943000010E-3;3,373000072E-3;-3,837199882E-2
1,675566986E1;8,700000035E-5;1,357999980E-3;-3,137400001E-2
1,676535746E1;8,700000035E-5;1,357999980E-3;-3,137400001E-2
1,677504407E1;-6,881000008E-3;-5,657000002E-3;-3,637599945E-2
1,678473019E1;-6,881000008E-3;-5,657000002E-3;-3,637599945E-2
1,679441688E1;-4,600000102E-5;-5,661000032E-3;-3,636800125E-2
1,680410451E1;-4,600000102E-5;-5,661000032E-3;-3,636800125E-2
1,681379128E1;-2,006999915E-3;3,345000092E-3;-3,836899996E-2
1,682347718E1;-2,006999915E-3;3,345000092E-3;-3,836899996E-2
1,683316395E1;-4,966999870E-3;-6,539999740E-4;-3,137199953E-2
1,684285149E1;-4,966999870E-3;-6,539999740E-4;-3,137199953E-2
1,685253826E1;-4,966999870E-3;-6,539999740E-4;-3,137199953E-2
1,686222419E1;-5,204999819E-3;-3,661999945E-3;-2,835899964E-2
1,687191099E1;-5,204999819E-3;-3,661999945E-3;-2,835899964E-2
