"Time (s)";"Linear Acceleration x (m/s^2)";"Linear Acceleration y (m/s^2)";"Linear Acceleration z (m/s^2)"
1,369713247E2;-6,868000142E-3;-2,164999954E-3;-2,818500064E-2
1,369810111E2;4,885999952E-3;7,794999983E-3;-2,417300083E-2
1,369906984E2;4,885999952E-3;7,794999983E-3;-2,417300083E-2
1,370003864E2;4,838999826E-3;9,754000232E-3;-3,817199916E-2
1,370100736E2;4,838999826E-3;9,754000232E-3;-3,817199916E-2
1,370197601E2;-2,011999954E-3;-2,298000036E-3;-2,418100089E-2
1,370294473E2;-2,011999954E-3;-2,298000036E-3;-2,418100089E-2
1,370391353E2;1,360000024E-4;-2,350999974E-3;-3,119000047E-2
1,370488225E2;1,360000024E-4;-2,350999974E-3;-3,119000047E-2
1,370585090E2;7,799999730E-5;-7,393000182E-3;-2,618799917E-2
1,370681962E2;7,799999730E-5;-7,393000182E-3;-2,618799917E-2
1,370778842E2;-1,218499988E-2;-9,197000414E-3;-2,416899987E-2
1,370875715E2;-1,218499988E-2;-9,197000414E-3;-2,416899987E-2
1,370972579E2;-2,219999908E-3;2,811999992E-3;-4,516699910E-2
1,371069451E2;-2,219999908E-3;2,811999992E-3;-4,516699910E-2
1,371166332E2;-1,142800041E-2;-4,020000051E-4;-2,421499975E-2
1,371263204E2;-1,142800041E-2;-4,020000051E-4;-2,421499975E-2
1,371360068E2;-1,229000045E-3;-3,980000038E-4;-2,422600053E-2
1,371456941E2;-1,229000045E-3;-3,980000038E-4;-2,422600053E-2
1,371553820E2;-5,278999917E-3;-1,397600025E-2;-4,515900090E-2
1,371650693E2;-5,278999917E-3;-1,397600025E-2;-4,515900090E-2
1,371747556E2;6,909000222E-3;9,851999581E-3;-3,317299858E-2
1,371844429E2;6,909000222E-3;9,851999581E-3;-3,317299858E-2
1,371941309E2;1,270600036E-2;4,447999876E-3;-2,822499909E-2
1,372038182E2;1,270600036E-2;4,447999876E-3;-2,822499909E-2
1,372135046E2;-4,348999821E-3;9,448000230E-3;-3,622300178E-2
1,372231919E2;-4,348999821E-3;9,448000230E-3;-3,622300178E-2
1,372328799E2;7,391999941E-3;2,638000064E-3;-3,320400044E-2
1,372425671E2;7,391999941E-3;2,638000064E-3;-3,320400044E-2
1,372522535E2;7,391999941E-3;2,638000064E-3;-3,320400044E-2
1,372619408E2;-1,000699960E-2;-3,790000046E-4;-2,818300016E-2
1,372716288E2;-1,000699960E-2;-3,790000046E-4;-2,818300016E-2
1,372813160E2;-7,472000085E-3;1,200000042E-5;-2,114900015E-2
1,372910025E2;-7,472000085E-3;1,200000042E-5;-2,114900015E-2
1,373006897E2;6,283000112E-3;5,214000121E-3;-3,113099933E-2
1,373103777E2;6,283000112E-3;5,214000121E-3;-3,113099933E-2
1,373200650E2;-5,561999977E-3;4,993999843E-3;-3,314400092E-2
1,373297514E2;-5,561999977E-3;4,993999843E-3;-3,314400092E-2
1,373394386E2;-2,401999896E-3;-3,700000161E-5;-3,115399927E-2
1,373491266E2;-2,401999896E-3;-3,700000161E-5;-3,115399927E-2
1,373588139E2;7,259999984E-4;-3,639000002E-3;-2,609799989E-2
1,373685003E2;7,259999984E-4;-3,639000002E-3;-2,609799989E-2
1,373781875E2;-1,324999961E-3;3,570000117E-4;-4,309500009E-2
1,373878756E2;-1,324999961E-3;3,570000117E-4;-4,309500009E-2
1,373975628E2;-2,128999913E-3;-6,099999882E-5;-2,416899987E-2
1,374072492E2;-2,128999913E-3;-6,099999882E-5;-2,416899987E-2
1,374169364E2;5,249999929E-3;-6,600000052E-5;-1,719000004E-2
1,374266244E2;5,249999929E-3;-6,600000052E-5;-1,719000004E-2
1,374363117E2;8,956000209E-3;5,553999916E-3;-3,110600077E-2
1,374459981E2;8,956000209E-3;5,553999916E-3;-3,110600077E-2
1,374556853E2;4,290000070E-3;-1,671000035E-3;-3,612900153E-2
1,374653734E2;4,290000070E-3;-1,671000035E-3;-3,612900153E-2
1,374750605E2;4,569999874E-4;2,907000016E-3;-2,420200035E-2
1,374847470E2;4,569999874E-4;2,907000016E-3;-2,420200035E-2
1,374944342E2;-2,024000045E-3;1,210299972E-2;-2,417100035E-2
1,375041223E2;-2,024000045E-3;1,210299972E-2;-2,417100035E-2
1,375138095E2;1,069999998E-3;1,226700004E-2;-3,811800107E-2
1,375234959E2;1,069999998E-3;1,226700004E-2;-3,811800107E-2
1,375331832E2;-2,596999984E-3;2,999000018E-3;-2,414299920E-2
1,375428712E2;-2,596999984E-3;2,999000018E-3;-2,414299920E-2
1,375525584E2;-2,596999984E-3;2,999000018E-3;-2,414299920E-2
1,375622448E2;1,312999986E-3;2,946000081E-3;-2,113899961E-2
1,375719320E2;1,312999986E-3;2,946000081E-3;-2,113899961E-2
1,375816200E2;-2,967000008E-3;-1,896000002E-3;-4,011999816E-2
1,375913072E2;-2,967000008E-3;-1,896000002E-3;-4,011999816E-2
1,376009937E2;-2,625999972E-3;4,846000113E-3;-1,214400027E-2
1,376106809E2;-2,625999972E-3;4,846000113E-3;-1,214400027E-2
1,376203689E2;4,521999974E-3;-7,199000102E-3;-2,415299974E-2
1,376300561E2;4,521999974E-3;-7,199000102E-3;-2,415299974E-2
1,376397426E2;-7,958999835E-3;2,982999897E-3;-3,612300009E-2
1,376494298E2;-7,958999835E-3;2,982999897E-3;-3,612300009E-2
1,376591178E2;1,193000004E-3;4,958000034E-3;-3,613200039E-2
1,376688050E2;1,193000004E-3;4,958000034E-3;-3,613200039E-2
1,376784915E2;-2,447000006E-3;7,718999870E-3;-3,615700081E-2
1,376881787E2;-2,447000006E-3;7,718999870E-3;-3,615700081E-2
1,376978667E2;-7,706000004E-3;2,676999895E-3;-3,614399955E-2
1,377075540E2;-7,706000004E-3;2,676999895E-3;-3,614399955E-2
1,377172404E2;4,044000059E-3;-9,363999590E-3;-2,413100004E-2
1,377269276E2;4,044000059E-3;-9,363999590E-3;-2,413100004E-2
1,377366157E2;6,407000124E-3;2,408999950E-3;-2,615600079E-2
1,377463029E2;6,407000124E-3;2,408999950E-3;-2,615600079E-2
1,377559892E2;6,548000034E-3;-2,622999949E-3;-3,616400063E-2
1,377656765E2;6,548000034E-3;-2,622999949E-3;-3,616400063E-2
1,377753645E2;1,084499992E-2;-4,389999958E-4;-2,812200040E-2
1,377850517E2;1,084499992E-2;-4,389999958E-4;-2,812200040E-2
1,377947381E2;-3,464000067E-3;-2,379999933E-4;-3,110099956E-2
1,378044254E2;-3,464000067E-3;-2,379999933E-4;-3,110099956E-2
1,378141134E2;8,570000064E-4;-2,399999939E-4;-4,311800003E-2
1,378238007E2;8,570000064E-4;-2,399999939E-4;-4,311800003E-2
1,378334871E2;3,768000053E-3;-2,410000016E-4;-3,611399978E-2
1,378431744E2;3,768000053E-3;-2,410000016E-4;-3,611399978E-2
1,378528624E2;4,659999977E-4;4,968000110E-3;-3,809199855E-2
1,378625496E2;4,659999977E-4;4,968000110E-3;-3,809199855E-2
1,378722360E2;4,659999977E-4;4,968000110E-3;-3,809199855E-2
1,378819233E2;-6,335999817E-3;-3,499999875E-4;-1,710999943E-2
1,378916113E2;-6,335999817E-3;-3,499999875E-4;-1,710999943E-2
1,379012985E2;-8,197000250E-3;4,641999956E-3;-3,611800075E-2
1,379109849E2;-8,197000250E-3;4,641999956E-3;-3,611800075E-2
1,379206721E2;-6,461999845E-3;-1,740000007E-4;-2,609900013E-2
1,379303602E2;-6,461999845E-3;-1,740000007E-4;-2,609900013E-2
1,379400474E2;-3,926000092E-3;3,012999892E-3;-2,607000060E-2
1,379497338E2;-3,926000092E-3;3,012999892E-3;-2,607000060E-2
1,379594210E2;-1,596800052E-2;5,003000144E-3;-3,106799908E-2
1,379691090E2;-1,596800052E-2;5,003000144E-3;-3,106799908E-2
1,379787963E2;-4,191000015E-3;-1,400000019E-5;-2,405600064E-2
1,379884827E2;-4,191000015E-3;-1,400000019E-5;-2,405600064E-2
1,379981699E2;-2,623999957E-3;1,809999958E-4;-2,402799949E-2
1,380078580E2;-2,623999957E-3;1,809999958E-4;-2,402799949E-2
1,380175452E2;-2,289999975E-4;-4,035999998E-3;-4,305500165E-2
1,380272317E2;-2,289999975E-4;-4,035999998E-3;-4,305500165E-2
1,380369189E2;-6,207999773E-3;-4,550000012E-4;-3,611899912E-2
1,380466069E2;-6,207999773E-3;-4,550000012E-4;-3,611899912E-2
1,380562941E2;-3,419999965E-3;-4,250000231E-3;-3,110300004E-2
1,380659806E2;-3,419999965E-3;-4,250000231E-3;-3,110300004E-2
1,380756677E2;3,640000068E-4;7,965000346E-3;-3,108699992E-2
1,380853558E2;3,640000068E-4;7,965000346E-3;-3,108699992E-2
1,380950430E2;-8,236999623E-3;-2,248999896E-3;-2,411299944E-2
1,381047295E2;-8,236999623E-3;-2,248999896E-3;-2,411299944E-2
1,381144167E2;-3,036000067E-3;-4,263000097E-3;-2,612400055E-2
1,381241047E2;-3,036000067E-3;-4,263000097E-3;-2,612400055E-2
1,381337920E2;3,961000126E-3;2,742999932E-3;-3,612399846E-2
1,381434784E2;3,961000126E-3;2,742999932E-3;-3,612399846E-2
1,381531657E2;-7,849999703E-3;-4,251999781E-3;-4,813500121E-2
1,381628537E2;-7,849999703E-3;-4,251999781E-3;-4,813500121E-2
1,381725409E2;-7,849999703E-3;-4,251999781E-3;-4,813500121E-2
1,381822273E2;6,118000019E-3;-1,924999990E-3;-4,012500122E-2
1,381919145E2;6,118000019E-3;-1,924999990E-3;-4,012500122E-2
1,382016026E2;4,492000211E-3;-8,914000355E-3;-2,814500034E-2
1,382112898E2;4,492000211E-3;-8,914000355E-3;-2,814500034E-2
1,382209762E2;-9,933000430E-3;7,903000340E-3;-3,118100017E-2
1,382306635E2;-9,933000430E-3;7,903000340E-3;-3,118100017E-2
1,382403515E2;2,459000098E-3;4,710999783E-3;-1,920600049E-2
1,382500387E2;2,459000098E-3;4,710999783E-3;-1,920600049E-2
1,382597252E2;-6,775000133E-3;9,715000167E-3;-2,119299956E-2
1,382694124E2;-6,775000133E-3;9,715000167E-3;-2,119299956E-2
1,382791004E2;9,786999784E-3;-4,302000161E-3;-2,817000076E-2
1,382887876E2;9,786999784E-3;-4,302000161E-3;-2,817000076E-2
1,382984741E2;-2,477000002E-3;7,681000046E-3;-4,315600172E-2
1,383081613E2;-2,477000002E-3;7,681000046E-3;-4,315600172E-2
1,383178493E2;-5,320999771E-3;-2,336000092E-3;-1,716499962E-2
1,383275365E2;-5,320999771E-3;-2,336000092E-3;-1,716499962E-2
1,383372229E2;1,845999970E-3;-2,345999936E-3;-2,817399986E-2
1,383469102E2;1,845999970E-3;-2,345999936E-3;-2,817399986E-2
1,383565982E2;-2,405999927E-3;-1,234900020E-2;-3,316099942E-2
1,383662854E2;-2,405999927E-3;-1,234900020E-2;-3,316099942E-2
1,383759719E2;-5,243000109E-3;-9,325999767E-3;-2,816900052E-2
1,383856591E2;-5,243000109E-3;-9,325999767E-3;-2,816900052E-2
1,383953470E2;-1,007500011E-2;4,701000173E-3;-1,917699911E-2
1,384050344E2;-1,007500011E-2;4,701000173E-3;-1,917699911E-2
1,384147208E2;6,697999779E-3;-1,227200031E-2;-2,616499923E-2
1,384244081E2;6,697999779E-3;-1,227200031E-2;-2,616499923E-2
1,384340961E2;6,868000142E-3;-4,224999808E-3;-3,317299858E-2
1,384437833E2;6,868000142E-3;-4,224999808E-3;-3,317299858E-2
1,384534697E2;1,901699975E-2;4,813999869E-3;-3,117999993E-2
1,384631569E2;1,901699975E-2;4,813999869E-3;-3,117999993E-2
1,384728449E2;4,922000226E-3;4,840000067E-3;-1,917400025E-2
1,384825321E2;4,922000226E-3;4,840000067E-3;-1,917400025E-2
1,384922185E2;4,922000226E-3;4,840000067E-3;-1,917400025E-2
1,385019057E2;4,803999793E-3;2,861999907E-3;-3,316700086E-2
1,385115938E2;4,803999793E-3;2,861999907E-3;-3,316700086E-2
1,385212811E2;-1,209700014E-2;2,876000013E-3;-3,317200020E-2
1,385309674E2;-1,209700014E-2;2,876000013E-3;-3,317200020E-2
1,385406547E2;-5,177000072E-3;4,883999936E-3;-3,316799924E-2
1,385503427E2;-5,177000072E-3;4,883999936E-3;-3,316799924E-2
1,385600299E2;-1,266300026E-2;5,090999883E-3;-2,613699995E-2
1,385697164E2;-1,266300026E-2;5,090999883E-3;-2,613699995E-2
1,385794036E2;-2,920999890E-3;8,299999899E-5;-3,112299927E-2
1,385890916E2;-2,920999890E-3;8,299999899E-5;-3,112299927E-2
1,385987789E2;-5,760000087E-3;3,074999899E-3;-3,813200071E-2
1,386084654E2;-5,760000087E-3;3,074999899E-3;-3,813200071E-2
1,386181526E2;4,408000037E-3;-3,934000153E-3;-1,414099988E-2
1,386278406E2;4,408000037E-3;-3,934000153E-3;-1,414099988E-2
1,386375278E2;-1,052999985E-3;3,269999987E-3;-3,311200067E-2
1,386472143E2;-1,052999985E-3;3,269999987E-3;-3,311200067E-2
1,386569015E2;-5,903000012E-3;2,549999917E-4;-3,112000041E-2
1,386665895E2;-5,903000012E-3;2,549999917E-4;-3,112000041E-2
1,386762767E2;-5,324999802E-3;3,033000045E-3;-3,815599903E-2
1,386859632E2;-5,324999802E-3;3,033000045E-3;-3,815599903E-2
1,386956503E2;-2,352999989E-3;5,024000071E-3;-1,715499908E-2
1,387053384E2;-2,352999989E-3;5,024000071E-3;-1,715499908E-2
1,387150255E2;-1,058899984E-2;-1,783999964E-3;-2,813800052E-2
1,387247121E2;-1,058899984E-2;-1,783999964E-3;-2,813800052E-2
1,387343992E2;-2,400000114E-3;1,950000005E-4;-3,814899921E-2
1,387440873E2;-2,400000114E-3;1,950000005E-4;-3,814899921E-2
1,387537744E2;-5,208000075E-3;-3,809999907E-3;-3,615999967E-2
1,387634610E2;-5,208000075E-3;-3,809999907E-3;-3,615999967E-2
1,387731482E2;6,775999907E-3;3,879999858E-4;-2,615400031E-2
1,387828362E2;6,775999907E-3;3,879999858E-4;-2,615400031E-2
1,387925235E2;6,775999907E-3;3,879999858E-4;-2,615400031E-2
1,388022099E2;7,029999979E-3;3,750000033E-4;-2,416799963E-2
1,388118971E2;7,029999979E-3;3,750000033E-4;-2,416799963E-2
1,388215851E2;-2,230999991E-3;-1,619999995E-3;-3,115399927E-2
1,388312724E2;-2,230999991E-3;-1,619999995E-3;-3,115399927E-2
1,388409588E2;6,504999939E-3;5,386999808E-3;-3,313900158E-2
1,388506460E2;6,504999939E-3;5,386999808E-3;-3,313900158E-2
1,388603340E2;4,433999769E-3;3,830000060E-4;-3,313500062E-2
1,388700213E2;4,433999769E-3;3,830000060E-4;-3,313500062E-2
1,388797077E2;-2,235000022E-3;3,162000095E-3;-3,315800056E-2
1,388893950E2;-2,235000022E-3;3,162000095E-3;-3,315800056E-2
1,388990830E2;5,109000020E-3;9,945999831E-3;-2,618199959E-2
1,389087702E2;5,109000020E-3;9,945999831E-3;-2,618199959E-2
1,389184566E2;-7,383000106E-3;8,124999702E-3;-2,115100063E-2
1,389281438E2;-7,383000106E-3;8,124999702E-3;-2,115100063E-2
1,389378318E2;1,337999944E-3;5,282999948E-3;-3,313300014E-2
1,389475191E2;1,337999944E-3;5,282999948E-3;-3,313300014E-2
1,389572055E2;1,475000056E-3;3,242000006E-3;-3,314099833E-2
1,389668927E2;1,475000056E-3;3,242000006E-3;-3,314099833E-2
1,389765808E2;6,401999854E-3;7,992999628E-3;-3,614300117E-2
1,389862680E2;6,401999854E-3;7,992999628E-3;-3,614300117E-2
1,389959544E2;4,732999951E-3;9,940000251E-3;-2,816200070E-2
1,390056417E2;4,732999951E-3;9,940000251E-3;-2,816200070E-2
1,390153297E2;-5,359000061E-3;4,863999784E-3;-1,415800024E-2
1,390250170E2;-5,359000061E-3;4,863999784E-3;-1,415800024E-2
1,390347034E2;1,357999980E-3;3,005000064E-3;-3,313999996E-2
1,390443906E2;1,357999980E-3;3,005000064E-3;-3,313999996E-2
1,390540786E2;9,693999775E-3;7,945000194E-3;-3,615999967E-2
1,390637659E2;9,693999775E-3;7,945000194E-3;-3,615999967E-2
1,390734523E2;1,899999916E-5;2,873999998E-3;-3,117899969E-2
1,390831395E2;1,899999916E-5;2,873999998E-3;-3,117899969E-2
1,390928276E2;-2,064999891E-3;2,806999953E-3;-2,117500082E-2
1,391025149E2;-2,064999891E-3;2,806999953E-3;-2,117500082E-2
1,391122012E2;-2,064999891E-3;2,806999953E-3;-2,117500082E-2
1,391218885E2;4,825999960E-3;4,726999905E-3;-3,817199916E-2
1,391315766E2;4,825999960E-3;4,726999905E-3;-3,817199916E-2
1,391412638E2;4,937000107E-3;-2,547000069E-3;-1,218399964E-2
1,391509502E2;4,937000107E-3;-2,547000069E-3;-1,218399964E-2
1,391606375E2;-2,160999924E-3;2,396000084E-3;-3,117999993E-2
1,391703255E2;-2,160999924E-3;2,396000084E-3;-3,117999993E-2
1,391800127E2;-2,530000056E-4;-4,656000063E-3;-3,117600083E-2
1,391896992E2;-2,530000056E-4;-4,656000063E-3;-3,117600083E-2
1,391993864E2;1,186599955E-2;-2,903999994E-3;-3,118799999E-2
1,392090744E2;1,186599955E-2;-2,903999994E-3;-3,118799999E-2
1,392187616E2;9,960000403E-3;-3,151000012E-3;-2,819800004E-2
1,392284481E2;9,960000403E-3;-3,151000012E-3;-2,819800004E-2
1,392381353E2;2,046999987E-3;6,827999838E-3;-3,320299834E-2
1,392478234E2;2,046999987E-3;6,827999838E-3;-3,320299834E-2
1,392575106E2;6,924999878E-3;1,786999987E-3;-2,619799972E-2
1,392671971E2;6,924999878E-3;1,786999987E-3;-2,619799972E-2
1,392768843E2;4,590000026E-3;3,757999977E-3;-2,817999944E-2
1,392865723E2;4,590000026E-3;3,757999977E-3;-2,817999944E-2
1,392962595E2;-5,539999809E-3;1,934999949E-3;-3,316900134E-2
1,393059459E2;-5,539999809E-3;1,934999949E-3;-3,316900134E-2
1,393156331E2;1,762000029E-3;3,697999986E-3;-2,419099957E-2
1,393253212E2;1,762000029E-3;3,697999986E-3;-2,419099957E-2
1,393350084E2;-2,348999958E-3;1,654000022E-3;-2,818600088E-2
1,393446949E2;-2,348999958E-3;1,654000022E-3;-2,818600088E-2
1,393543821E2;-4,480000061E-4;1,829999965E-3;-3,117699921E-2
1,393640701E2;-4,480000061E-4;1,829999965E-3;-3,117699921E-2
1,393737574E2;-3,349999897E-4;-1,519600023E-2;-2,418299951E-2
1,393834438E2;-3,349999897E-4;-1,519600023E-2;-2,418299951E-2
1,393931310E2;6,783000194E-3;-3,397000022E-3;-2,819399908E-2
1,394028191E2;6,783000194E-3;-3,397000022E-3;-2,819399908E-2
1,394125063E2;6,783000194E-3;-3,397000022E-3;-2,819399908E-2
1,394221927E2;6,029999815E-3;-5,404000171E-3;-3,315300122E-2
1,394318799E2;6,029999815E-3;-5,404000171E-3;-3,315300122E-2
1,394415680E2;-2,889000112E-3;6,401999854E-3;-3,116199933E-2
1,394512552E2;-2,889000112E-3;6,401999854E-3;-3,116199933E-2
1,394609416E2;-2,791000064E-3;-1,058700029E-2;-3,116700053E-2
1,394706288E2;-2,791000064E-3;-1,058700029E-2;-3,116700053E-2
1,394803169E2;9,009999922E-4;-1,555999974E-3;-3,115000017E-2
1,394900041E2;9,009999922E-4;-1,555999974E-3;-3,115000017E-2
1,394996905E2;3,592000110E-3;-8,523999713E-3;-3,113199957E-2
1,395093777E2;3,592000110E-3;-8,523999713E-3;-3,113199957E-2
1,395190658E2;-3,102000104E-3;-1,049000025E-2;-3,614800051E-2
1,395287529E2;-3,102000104E-3;-1,049000025E-2;-3,614800051E-2
1,395384394E2;-9,909999790E-4;6,560000125E-3;-2,615300007E-2
1,395481266E2;-9,909999790E-4;6,560000125E-3;-2,615300007E-2
1,395578147E2;7,089999854E-4;-1,519900002E-2;-3,613200039E-2
1,395675018E2;7,089999854E-4;-1,519900002E-2;-3,613200039E-2
1,395771883E2;1,041200012E-2;-4,920000210E-3;-3,810900077E-2
1,395868755E2;1,041200012E-2;-4,920000210E-3;-3,810900077E-2
1,395965636E2;3,716999898E-3;-3,050999949E-3;-2,812799998E-2
1,396062508E2;3,716999898E-3;-3,050999949E-3;-2,812799998E-2
1,396159372E2;-7,670000196E-4;9,022000246E-3;-2,115499973E-2
1,396256244E2;-7,670000196E-4;9,022000246E-3;-2,115499973E-2
1,396353124E2;-1,328499988E-2;-9,410000057E-4;-2,412600070E-2
1,396449997E2;-1,328499988E-2;-9,410000057E-4;-2,412600070E-2
1,396546861E2;-3,774000099E-3;4,310999997E-3;-4,309400171E-2
1,396643733E2;-3,774000099E-3;4,310999997E-3;-4,309400171E-2
1,396740614E2;-8,434000425E-3;-4,873000085E-3;-3,111599945E-2
1,396837486E2;-8,434000425E-3;-4,873000085E-3;-3,111599945E-2
1,396934350E2;-3,487000009E-3;-8,340000059E-4;-3,111300059E-2
1,397031222E2;-3,487000009E-3;-8,340000059E-4;-3,111300059E-2
1,397128103E2;-8,952000178E-3;-5,890000029E-4;-3,808199987E-2
1,397224975E2;-8,952000178E-3;-5,890000029E-4;-3,808199987E-2
1,397321840E2;-8,952000178E-3;-5,890000029E-4;-3,808199987E-2
1,397418712E2;-3,389999969E-3;-2,863999922E-3;-4,011800140E-2
1,397515593E2;-3,389999969E-3;-2,863999922E-3;-4,011800140E-2
1,397612465E2;-1,426000032E-3;-2,835999941E-3;-2,811600082E-2
1,397709330E2;-1,426000032E-3;-2,835999941E-3;-2,811600082E-2
1,397806202E2;-3,666999983E-3;-9,585999884E-3;-2,109700069E-2
1,397903082E2;-3,666999983E-3;-9,585999884E-3;-2,109700069E-2
1,397999954E2;-1,491999952E-3;-4,526999779E-3;-3,110600077E-2
1,398096819E2;-1,491999952E-3;-4,526999779E-3;-3,110600077E-2
1,398193691E2;-1,108000055E-3;2,533999970E-3;-2,112499997E-2
1,398290571E2;-1,108000055E-3;2,533999970E-3;-2,112499997E-2
1,398387443E2;3,647000063E-3;-2,425000072E-3;-3,311099857E-2
1,398484308E2;3,647000063E-3;-2,425000072E-3;-3,311099857E-2
1,398581181E2;8,183999918E-3;2,832999919E-3;-3,108000010E-2
1,398678060E2;8,183999918E-3;2,832999919E-3;-3,108000010E-2
1,398774933E2;-8,677000180E-3;4,875999875E-3;-2,608600073E-2
1,398871798E2;-8,677000180E-3;4,875999875E-3;-2,608600073E-2
1,398968671E2;-1,311999978E-3;-3,009999928E-4;-2,611000091E-2
1,399065551E2;-1,311999978E-3;-3,009999928E-4;-2,611000091E-2
1,399162423E2;3,640000010E-3;2,723000012E-3;-1,910700090E-2
1,399259288E2;3,640000010E-3;2,723000012E-3;-1,910700090E-2
1,399356159E2;-3,623000113E-3;2,740999917E-3;-2,609200031E-2
1,399453040E2;-3,623000113E-3;2,740999917E-3;-2,609200031E-2
1,399549911E2;-3,682000097E-3;-7,048000116E-3;-2,408500016E-2
1,399646777E2;-3,682000097E-3;-7,048000116E-3;-2,408500016E-2
1,399743649E2;-8,731000125E-3;-9,019999765E-3;-3,108100034E-2
1,399840529E2;-8,731000125E-3;-9,019999765E-3;-3,108100034E-2
1,399937402E2;-1,563000027E-3;3,011000110E-3;-2,408999950E-2
1,400034266E2;-1,563000027E-3;3,011000110E-3;-2,408999950E-2
1,400131139E2;8,130000206E-4;-4,172999877E-3;-1,411399990E-2
1,400228019E2;8,130000206E-4;-4,172999877E-3;-1,411399990E-2
1,400324891E2;8,130000206E-4;-4,172999877E-3;-1,411399990E-2
1,400421756E2;3,440999892E-3;2,863999922E-3;-1,709299907E-2
1,400518628E2;3,440999892E-3;2,863999922E-3;-1,709299907E-2
1,400615508E2;8,178000338E-3;5,096999928E-3;-3,307399899E-2
1,400712381E2;8,178000338E-3;5,096999928E-3;-3,307399899E-2
1,400809245E2;-6,897999905E-3;3,112999955E-3;-3,106899932E-2
1,400906118E2;-6,897999905E-3;3,112999955E-3;-3,106899932E-2
1,401002998E2;-1,710000070E-4;-8,875999600E-3;-2,605400048E-2
1,401099870E2;-1,710000070E-4;-8,875999600E-3;-2,605400048E-2
1,401196735E2;7,548999973E-3;3,347000107E-3;-2,603399940E-2
1,401293607E2;7,548999973E-3;3,347000107E-3;-2,603399940E-2
1,401390487E2;-2,534999978E-3;3,368000034E-3;-3,302900121E-2
1,401487359E2;-2,534999978E-3;3,368000034E-3;-3,302900121E-2
1,401584224E2;4,592000041E-3;8,173000067E-3;-4,004000127E-2
1,401681095E2;4,592000041E-3;8,173000067E-3;-4,004000127E-2
1,401777977E2;-4,990000161E-4;1,015600003E-2;-3,303499892E-2
1,401874849E2;-4,990000161E-4;1,015600003E-2;-3,303499892E-2
1,401971713E2;-4,588999785E-3;5,121999886E-3;-4,503099993E-2
1,402068585E2;-4,588999785E-3;5,121999886E-3;-4,503099993E-2
1,402165466E2;-9,457999840E-3;8,093000390E-3;-3,303899989E-2
1,402262338E2;-9,457999840E-3;8,093000390E-3;-3,303899989E-2
1,402359202E2;-7,098000031E-3;-1,945000025E-3;-3,805999830E-2
1,402456074E2;-7,098000031E-3;-1,945000025E-3;-3,805999830E-2
1,402552954E2;-3,469999938E-4;-6,972999778E-3;-2,604700066E-2
1,402649827E2;-3,469999938E-4;-6,972999778E-3;-2,604700066E-2
1,402746691E2;-3,980000038E-4;3,000000106E-6;-3,304399922E-2
1,402843564E2;-3,980000038E-4;3,000000106E-6;-3,304399922E-2
1,402940444E2;-2,032000106E-3;-2,002999885E-3;-2,106400020E-2
1,403037317E2;-2,032000106E-3;-2,002999885E-3;-2,106400020E-2
1,403134181E2;-8,867999539E-3;-4,999999874E-6;-2,607299946E-2
1,403231053E2;-8,867999539E-3;-4,999999874E-6;-2,607299946E-2
1,403327933E2;4,891000222E-3;-1,800000064E-5;-1,706100069E-2
1,403424806E2;4,891000222E-3;-1,800000064E-5;-1,706100069E-2
1,403521670E2;4,891000222E-3;-1,800000064E-5;-1,706100069E-2
1,403618543E2;1,013400033E-2;4,980999976E-3;-3,607400134E-2
1,403715423E2;1,013400033E-2;4,980999976E-3;-3,607400134E-2
1,403812295E2;-8,527000435E-3;4,759999923E-3;-3,309699893E-2
1,403909159E2;-8,527000435E-3;4,759999923E-3;-3,309699893E-2
1,404006032E2;4,100000078E-4;4,726999905E-3;-3,309400007E-2
1,404102912E2;4,100000078E-4;4,726999905E-3;-3,309400007E-2
1,404199784E2;-8,863000199E-3;4,896999802E-3;-2,407599986E-2
1,404296649E2;-8,863000199E-3;4,896999802E-3;-2,407599986E-2
1,404393521E2;5,082999822E-3;3,064000048E-3;-3,806899861E-2
1,404490401E2;5,082999822E-3;3,064000048E-3;-3,806899861E-2
1,404587273E2;-6,771000102E-3;-3,963999916E-3;-3,107799962E-2
1,404684137E2;-6,771000102E-3;-3,963999916E-3;-3,107799962E-2
1,404781010E2;2,966000000E-3;5,007999949E-3;-3,306400031E-2
1,404877891E2;2,966000000E-3;5,007999949E-3;-3,306400031E-2
1,404974763E2;-2,098999918E-3;-2,025000053E-3;-2,806100063E-2
1,405071627E2;-2,098999918E-3;-2,025000053E-3;-2,806100063E-2
1,405168499E2;-8,954999968E-3;-2,610000083E-4;-2,607399970E-2
1,405265380E2;-8,954999968E-3;-2,610000083E-4;-2,607399970E-2
1,405362252E2;-4,000999965E-3;-2,859999950E-4;-4,007200152E-2
1,405459115E2;-4,000999965E-3;-2,859999950E-4;-4,007200152E-2
1,405555988E2;2,957999939E-3;-7,087999955E-3;-3,606599942E-2
1,405652869E2;2,957999939E-3;-7,087999955E-3;-3,606599942E-2
1,405749740E2;1,110000012E-4;2,907000016E-3;-2,807400003E-2
1,405846606E2;1,110000012E-4;2,907000016E-3;-2,807400003E-2
1,405943477E2;3,266999964E-3;-2,089000074E-3;-3,108300082E-2
1,406040358E2;3,266999964E-3;-2,089000074E-3;-3,108300082E-2
